packet_id,timestamp,src_ip,dst_ip,protocol_name,length,sport,dport,is_tls,protocol,has_payload,anomaly,anomaly_score
41,1499428816.467906,70:6e:6d:1d:bb:0c,01:00:0c:cc:cc:cc,802.3,458,0,0,0,0,1,1,0.019921054584774778
42,1499428817.400497,70:6e:6d:1d:bb:08,01:00:0c:cc:cc:cc,802.3,457,0,0,0,0,1,1,0.022461353267165696
43,1499428818.361739,70:6e:6d:1d:bb:09,01:00:0c:cc:cc:cc,802.3,457,0,0,0,0,1,1,0.022461353267165696
44,1499428819.831659,70:6e:6d:1d:bb:04,01:00:0c:cc:cc:cc,802.3,457,0,0,0,0,1,1,0.022461353267165696
45,1499428820.187935,70:6e:6d:1d:bb:08,01:00:0c:cc:cc:cc,802.3,457,0,0,0,0,1,1,0.022461353267165696
46,1499428820.188056,70:6e:6d:1d:bb:09,01:00:0c:cc:cc:cc,802.3,457,0,0,0,0,1,1,0.022461353267165696
47,1499428820.188308,70:6e:6d:1d:bb:0c,01:00:0c:cc:cc:cc,802.3,458,0,0,0,0,1,1,0.019921054584774778
48,1499428820.829905,70:6e:6d:1d:bb:04,01:00:0c:cc:cc:cc,802.3,457,0,0,0,0,1,1,0.022461353267165696
49,1499428821.190681,70:6e:6d:1d:bb:08,01:00:0c:cc:cc:cc,802.3,457,0,0,0,0,1,1,0.022461353267165696
50,1499428821.1908,70:6e:6d:1d:bb:09,01:00:0c:cc:cc:cc,802.3,457,0,0,0,0,1,1,0.022461353267165696
51,1499428821.191066,70:6e:6d:1d:bb:0c,01:00:0c:cc:cc:cc,802.3,458,0,0,0,0,1,1,0.019921054584774778
52,1499428821.827112,70:6e:6d:1d:bb:04,01:00:0c:cc:cc:cc,802.3,457,0,0,0,0,1,1,0.022461353267165696
53,1499428822.190495,70:6e:6d:1d:bb:08,01:00:0c:cc:cc:cc,802.3,457,0,0,0,0,1,1,0.022461353267165696
54,1499428822.190613,70:6e:6d:1d:bb:09,01:00:0c:cc:cc:cc,802.3,457,0,0,0,0,1,1,0.022461353267165696
55,1499428822.19088,70:6e:6d:1d:bb:0c,01:00:0c:cc:cc:cc,802.3,458,0,0,0,0,1,1,0.019921054584774778
56,1499428822.651354,b8:ac:6f:36:08:f5,33:33:00:01:00:02,Ethernet,165,546,547,0,0,1,1,0.05692648002494849
57,1499428822.651363,b8:ac:6f:36:08:f5,33:33:00:01:00:02,Ethernet,165,546,547,0,0,1,1,0.05692648002494849
58,1499428822.651365,b8:ac:6f:36:08:f5,33:33:00:01:00:02,Ethernet,165,546,547,0,0,1,1,0.05692648002494849
59,1499428822.651367,b8:ac:6f:36:08:f5,33:33:00:01:00:02,Ethernet,165,546,547,0,0,1,1,0.05692648002494849
60,1499428822.651369,b8:ac:6f:36:08:f5,33:33:00:01:00:02,Ethernet,165,546,547,0,0,1,1,0.05692648002494849
61,1499428822.651371,b8:ac:6f:36:08:f5,33:33:00:01:00:02,Ethernet,165,546,547,0,0,1,1,0.05692648002494849
62,1499428822.651373,b8:ac:6f:36:08:f5,33:33:00:01:00:02,Ethernet,165,546,547,0,0,1,1,0.05692648002494849
63,1499428822.651375,b8:ac:6f:36:08:f5,33:33:00:01:00:02,Ethernet,165,546,547,0,0,1,1,0.05692648002494849
64,1499428822.651376,b8:ac:6f:36:08:f5,33:33:00:01:00:02,Ethernet,165,546,547,0,0,1,1,0.05692648002494849
65,1499428822.651378,b8:ac:6f:36:08:f5,33:33:00:01:00:02,Ethernet,165,546,547,0,0,1,1,0.05692648002494849
66,1499428822.65138,b8:ac:6f:36:08:f5,33:33:00:01:00:02,Ethernet,165,546,547,0,0,1,1,0.05692648002494849
67,1499428822.830792,70:6e:6d:1d:bb:04,01:00:0c:cc:cc:cc,802.3,457,0,0,0,0,1,1,0.022461353267165696
68,1499428823.111737,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,Ethernet,469,56108,3268,0,6,1,-1,-0.018131027405830835
69,1499428823.111741,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,Ethernet,469,56108,3268,0,6,1,-1,-0.018131027405830835
70,1499428823.112021,18:66:da:9b:e3:7d,00:19:b9:0a:69:f1,Ethernet,138,3268,56108,0,6,1,-1,-0.017020072263734143
71,1499428823.112024,18:66:da:9b:e3:7d,00:19:b9:0a:69:f1,Ethernet,138,3268,56108,0,6,1,-1,-0.017020072263734143
72,1499428823.112113,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,Ethernet,66,56108,3268,0,6,1,1,0.01957838789880828
73,1499428823.112117,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,Ethernet,66,56108,3268,0,6,1,1,0.01957838789880828
74,1499428823.112721,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,Ethernet,469,42144,389,0,6,1,1,0.05196582118541293
75,1499428823.112725,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,Ethernet,469,42144,389,0,6,1,1,0.05196582118541293
76,1499428823.112986,18:66:da:9b:e3:7d,00:19:b9:0a:69:f1,Ethernet,382,389,42144,0,6,1,1,0.07572930991723326
77,1499428823.11299,18:66:da:9b:e3:7d,00:19:b9:0a:69:f1,Ethernet,382,389,42144,0,6,1,1,0.07572930991723326
78,1499428823.113045,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,Ethernet,66,42144,389,0,6,1,1,0.09911841786709247
79,1499428823.113048,00:19:b9:0a:69:f1,18:66:da:9b:e3:7d,Ethernet,66,42144,389,0,6,1,1,0.09911841786709247
80,1499428823.18744,70:6e:6d:1d:bb:08,01:00:0c:cc:cc:cc,802.3,457,0,0,0,0,1,1,0.022461353267165696
81,1499428823.187626,70:6e:6d:1d:bb:09,01:00:0c:cc:cc:cc,802.3,457,0,0,0,0,1,1,0.022461353267165696
82,1499428823.18784,70:6e:6d:1d:bb:0c,01:00:0c:cc:cc:cc,802.3,458,0,0,0,0,1,1,0.019921054584774778
83,1499428823.827862,70:6e:6d:1d:bb:04,01:00:0c:cc:cc:cc,802.3,457,0,0,0,0,1,1,0.022461353267165696
84,1499428824.190122,70:6e:6d:1d:bb:08,01:00:0c:cc:cc:cc,802.3,457,0,0,0,0,1,1,0.022461353267165696
85,1499428824.190243,70:6e:6d:1d:bb:09,01:00:0c:cc:cc:cc,802.3,457,0,0,0,0,1,1,0.022461353267165696
86,1499428824.19051,70:6e:6d:1d:bb:0c,01:00:0c:cc:cc:cc,802.3,458,0,0,0,0,1,1,0.019921054584774778
87,1499428824.82712,70:6e:6d:1d:bb:04,01:00:0c:cc:cc:cc,802.3,457,0,0,0,0,1,1,0.022461353267165696
88,1499428825.187429,70:6e:6d:1d:bb:08,01:00:0c:cc:cc:cc,802.3,457,0,0,0,0,1,1,0.022461353267165696
89,1499428825.18759,70:6e:6d:1d:bb:09,01:00:0c:cc:cc:cc,802.3,457,0,0,0,0,1,1,0.022461353267165696
90,1499428825.187804,70:6e:6d:1d:bb:0c,01:00:0c:cc:cc:cc,802.3,458,0,0,0,0,1,1,0.019921054584774778
91,1499428825.818765,70:6e:6d:1d:bb:02,01:00:0c:cc:cc:cc,802.3,457,0,0,0,0,1,1,0.022461353267165696
92,1499428825.828348,70:6e:6d:1d:bb:04,01:00:0c:cc:cc:cc,802.3,457,0,0,0,0,1,1,0.022461353267165696
93,1499428826.190224,70:6e:6d:1d:bb:08,01:00:0c:cc:cc:cc,802.3,457,0,0,0,0,1,1,0.022461353267165696
94,1499428826.19034,70:6e:6d:1d:bb:09,01:00:0c:cc:cc:cc,802.3,457,0,0,0,0,1,1,0.022461353267165696
95,1499428826.190608,70:6e:6d:1d:bb:0c,01:00:0c:cc:cc:cc,802.3,458,0,0,0,0,1,1,0.019921054584774778
96,1499428826.828607,70:6e:6d:1d:bb:04,01:00:0c:cc:cc:cc,802.3,457,0,0,0,0,1,1,0.022461353267165696
97,1499428827.190976,70:6e:6d:1d:bb:08,01:00:0c:cc:cc:cc,802.3,457,0,0,0,0,1,1,0.022461353267165696
98,1499428827.191097,70:6e:6d:1d:bb:09,01:00:0c:cc:cc:cc,802.3,457,0,0,0,0,1,1,0.022461353267165696
99,1499428827.191364,70:6e:6d:1d:bb:0c,01:00:0c:cc:cc:cc,802.3,458,0,0,0,0,1,1,0.019921054584774778
100,1499428827.830189,70:6e:6d:1d:bb:04,01:00:0c:cc:cc:cc,802.3,457,0,0,0,0,1,1,0.022461353267165696
101,1499428828.729632,70:6e:6d:1d:bb:06,01:00:0c:cc:cc:cc,802.3,457,0,0,0,0,1,1,0.022461353267165696
102,1499428831.388567,b8:ac:6f:1d:1f:6c,ff:ff:ff:ff:ff:ff,Ethernet,60,0,0,0,0,1,1,0.1395627416546582
103,1499428831.388574,b8:ac:6f:1d:1f:6c,ff:ff:ff:ff:ff:ff,Ethernet,60,0,0,0,0,1,1,0.1395627416546582
104,1499428831.388575,b8:ac:6f:1d:1f:6c,ff:ff:ff:ff:ff:ff,Ethernet,60,0,0,0,0,1,1,0.1395627416546582
105,1499428831.388576,b8:ac:6f:1d:1f:6c,ff:ff:ff:ff:ff:ff,Ethernet,60,0,0,0,0,1,1,0.1395627416546582
106,1499428831.388577,b8:ac:6f:1d:1f:6c,ff:ff:ff:ff:ff:ff,Ethernet,60,0,0,0,0,1,1,0.1395627416546582
107,1499428831.388578,b8:ac:6f:1d:1f:6c,ff:ff:ff:ff:ff:ff,Ethernet,60,0,0,0,0,1,1,0.1395627416546582
108,1499428831.388579,b8:ac:6f:1d:1f:6c,ff:ff:ff:ff:ff:ff,Ethernet,60,0,0,0,0,1,1,0.1395627416546582
109,1499428831.38858,b8:ac:6f:1d:1f:6c,ff:ff:ff:ff:ff:ff,Ethernet,60,0,0,0,0,1,1,0.1395627416546582
110,1499428831.388581,b8:ac:6f:1d:1f:6c,ff:ff:ff:ff:ff:ff,Ethernet,60,0,0,0,0,1,1,0.1395627416546582
111,1499428831.388582,b8:ac:6f:1d:1f:6c,ff:ff:ff:ff:ff:ff,Ethernet,60,0,0,0,0,1,1,0.1395627416546582
112,1499428832.386957,b8:ac:6f:1d:1f:6c,ff:ff:ff:ff:ff:ff,Ethernet,60,0,0,0,0,1,1,0.1395627416546582
113,1499428832.386962,b8:ac:6f:1d:1f:6c,ff:ff:ff:ff:ff:ff,Ethernet,60,0,0,0,0,1,1,0.1395627416546582
114,1499428832.386963,b8:ac:6f:1d:1f:6c,ff:ff:ff:ff:ff:ff,Ethernet,60,0,0,0,0,1,1,0.1395627416546582
115,1499428832.386965,b8:ac:6f:1d:1f:6c,ff:ff:ff:ff:ff:ff,Ethernet,60,0,0,0,0,1,1,0.1395627416546582
116,1499428832.386966,b8:ac:6f:1d:1f:6c,ff:ff:ff:ff:ff:ff,Ethernet,60,0,0,0,0,1,1,0.1395627416546582
117,1499428832.386967,b8:ac:6f:1d:1f:6c,ff:ff:ff:ff:ff:ff,Ethernet,60,0,0,0,0,1,1,0.1395627416546582
118,1499428832.386968,b8:ac:6f:1d:1f:6c,ff:ff:ff:ff:ff:ff,Ethernet,60,0,0,0,0,1,1,0.1395627416546582
119,1499428832.386969,b8:ac:6f:1d:1f:6c,ff:ff:ff:ff:ff:ff,Ethernet,60,0,0,0,0,1,1,0.1395627416546582
120,1499428832.38697,b8:ac:6f:1d:1f:6c,ff:ff:ff:ff:ff:ff,Ethernet,60,0,0,0,0,1,1,0.1395627416546582
121,1499428832.388741,70:6e:6d:1d:bb:0c,01:00:0c:cc:cc:cc,802.3,458,0,0,0,0,1,1,0.019921054584774778
122,1499428833.400972,b8:ac:6f:1d:1f:6c,ff:ff:ff:ff:ff:ff,Ethernet,60,0,0,0,0,1,1,0.1395627416546582
123,1499428833.400979,b8:ac:6f:1d:1f:6c,ff:ff:ff:ff:ff:ff,Ethernet,60,0,0,0,0,1,1,0.1395627416546582
124,1499428833.400981,b8:ac:6f:1d:1f:6c,ff:ff:ff:ff:ff:ff,Ethernet,60,0,0,0,0,1,1,0.1395627416546582
125,1499428833.400983,b8:ac:6f:1d:1f:6c,ff:ff:ff:ff:ff:ff,Ethernet,60,0,0,0,0,1,1,0.1395627416546582
126,1499428833.400984,b8:ac:6f:1d:1f:6c,ff:ff:ff:ff:ff:ff,Ethernet,60,0,0,0,0,1,1,0.1395627416546582
127,1499428833.400986,b8:ac:6f:1d:1f:6c,ff:ff:ff:ff:ff:ff,Ethernet,60,0,0,0,0,1,1,0.1395627416546582
128,1499428833.400987,b8:ac:6f:1d:1f:6c,ff:ff:ff:ff:ff:ff,Ethernet,60,0,0,0,0,1,1,0.1395627416546582
129,1499428833.400989,b8:ac:6f:1d:1f:6c,ff:ff:ff:ff:ff:ff,Ethernet,60,0,0,0,0,1,1,0.1395627416546582
130,1499428833.40099,b8:ac:6f:1d:1f:6c,ff:ff:ff:ff:ff:ff,Ethernet,60,0,0,0,0,1,1,0.1395627416546582
131,1499428833.437836,70:6e:6d:1d:bb:0a,01:00:0c:cc:cc:cc,802.3,458,0,0,0,0,1,1,0.019921054584774778
132,1499428833.437961,70:6e:6d:1d:bb:0c,01:00:0c:cc:cc:cc,802.3,458,0,0,0,0,1,1,0.019921054584774778
133,1499428834.416914,b8:ac:6f:36:07:ee,33:33:00:00:00:16,Ethernet,90,0,0,0,0,1,1,0.11683567030115904
134,1499428834.418434,b8:ac:6f:36:07:ee,33:33:00:00:00:16,Ethernet,90,0,0,0,0,1,1,0.11683567030115904
135,1499428834.418501,b8:ac:6f:36:07:ee,33:33:00:00:00:16,Ethernet,90,0,0,0,0,1,1,0.11683567030115904
136,1499428834.4186,b8:ac:6f:36:07:ee,33:33:00:00:00:16,Ethernet,90,0,0,0,0,1,1,0.11683567030115904
137,1499428834.418696,b8:ac:6f:36:07:ee,33:33:00:00:00:16,Ethernet,90,0,0,0,0,1,1,0.11683567030115904
138,1499428834.418796,b8:ac:6f:36:07:ee,33:33:00:00:00:16,Ethernet,90,0,0,0,0,1,1,0.11683567030115904
139,1499428834.418894,b8:ac:6f:36:07:ee,33:33:00:00:00:16,Ethernet,90,0,0,0,0,1,1,0.11683567030115904
140,1499428834.418992,b8:ac:6f:36:07:ee,33:33:00:00:00:16,Ethernet,90,0,0,0,0,1,1,0.11683567030115904
141,1499428834.419096,b8:ac:6f:36:07:ee,33:33:00:00:00:16,Ethernet,90,0,0,0,0,1,1,0.11683567030115904
142,1499428834.419202,b8:ac:6f:36:07:ee,33:33:00:00:00:16,Ethernet,90,0,0,0,0,1,1,0.11683567030115904
143,1499428834.438421,70:6e:6d:1d:bb:0c,01:00:0c:cc:cc:cc,802.3,458,0,0,0,0,1,1,0.019921054584774778
144,1499428834.843793,b8:ac:6f:1d:1f:6c,01:00:5e:00:00:16,Ethernet,60,0,0,0,2,1,1,0.09257757972976144
145,1499428834.843901,b8:ac:6f:1d:1f:6c,01:00:5e:00:00:16,Ethernet,60,0,0,0,2,1,1,0.09257757972976144
146,1499428834.845122,b8:ac:6f:1d:1f:6c,01:00:5e:00:00:16,Ethernet,60,0,0,0,2,1,1,0.09257757972976144
147,1499428834.84538,b8:ac:6f:1d:1f:6c,01:00:5e:00:00:fc,Ethernet,70,63210,5355,0,17,1,-1,-0.016371699777600224
148,1499428834.845383,b8:ac:6f:1d:1f:6c,01:00:5e:00:00:fc,Ethernet,70,63210,5355,0,17,1,-1,-0.016371699777600224
149,1499428834.845385,b8:ac:6f:1d:1f:6c,01:00:5e:00:00:fc,Ethernet,70,63210,5355,0,17,1,-1,-0.016371699777600224
150,1499428834.845386,b8:ac:6f:1d:1f:6c,01:00:5e:00:00:fc,Ethernet,70,63210,5355,0,17,1,-1,-0.016371699777600224
151,1499428834.845387,b8:ac:6f:1d:1f:6c,01:00:5e:00:00:fc,Ethernet,70,63210,5355,0,17,1,-1,-0.016371699777600224
152,1499428834.845388,b8:ac:6f:1d:1f:6c,01:00:5e:00:00:fc,Ethernet,70,63210,5355,0,17,1,-1,-0.016371699777600224
153,1499428834.845389,b8:ac:6f:1d:1f:6c,01:00:5e:00:00:fc,Ethernet,70,63210,5355,0,17,1,-1,-0.016371699777600224
154,1499428834.84539,b8:ac:6f:1d:1f:6c,01:00:5e:00:00:fc,Ethernet,70,63210,5355,0,17,1,-1,-0.016371699777600224
155,1499428834.845391,b8:ac:6f:1d:1f:6c,01:00:5e:00:00:fc,Ethernet,70,63210,5355,0,17,1,-1,-0.016371699777600224
156,1499428834.845392,b8:ac:6f:1d:1f:6c,01:00:5e:00:00:fc,Ethernet,70,63210,5355,0,17,1,-1,-0.016371699777600224
157,1499428834.845393,b8:ac:6f:1d:1f:6c,01:00:5e:00:00:fc,Ethernet,70,63210,5355,0,17,1,-1,-0.016371699777600224
158,1499428834.898553,b8:ac:6f:1d:1f:6c,01:00:5e:00:00:16,Ethernet,60,0,0,0,2,1,1,0.09257757972976144
159,1499428834.918546,b8:ac:6f:36:07:ee,ff:ff:ff:ff:ff:ff,Ethernet,60,0,0,0,0,1,1,0.1395627416546582
160,1499428834.918551,b8:ac:6f:36:07:ee,ff:ff:ff:ff:ff:ff,Ethernet,60,0,0,0,0,1,1,0.1395627416546582
161,1499428834.918552,b8:ac:6f:36:07:ee,ff:ff:ff:ff:ff:ff,Ethernet,60,0,0,0,0,1,1,0.1395627416546582
162,1499428834.918554,b8:ac:6f:36:07:ee,ff:ff:ff:ff:ff:ff,Ethernet,60,0,0,0,0,1,1,0.1395627416546582
163,1499428834.918555,b8:ac:6f:36:07:ee,ff:ff:ff:ff:ff:ff,Ethernet,60,0,0,0,0,1,1,0.1395627416546582
164,1499428834.918556,b8:ac:6f:36:07:ee,ff:ff:ff:ff:ff:ff,Ethernet,60,0,0,0,0,1,1,0.1395627416546582
165,1499428834.918557,b8:ac:6f:36:07:ee,ff:ff:ff:ff:ff:ff,Ethernet,60,0,0,0,0,1,1,0.1395627416546582
166,1499428834.918558,b8:ac:6f:36:07:ee,ff:ff:ff:ff:ff:ff,Ethernet,60,0,0,0,0,1,1,0.1395627416546582
167,1499428834.91856,b8:ac:6f:36:07:ee,ff:ff:ff:ff:ff:ff,Ethernet,60,0,0,0,0,1,1,0.1395627416546582
168,1499428834.918561,b8:ac:6f:36:07:ee,ff:ff:ff:ff:ff:ff,Ethernet,60,0,0,0,0,1,1,0.1395627416546582
169,1499428834.918561,b8:ac:6f:36:07:ee,ff:ff:ff:ff:ff:ff,Ethernet,60,0,0,0,0,1,1,0.1395627416546582
170,1499428834.918568,b8:ac:6f:36:07:ee,33:33:00:00:00:01,Ethernet,86,0,0,0,0,1,1,0.10856122600908463
171,1499428834.918578,b8:ac:6f:36:07:ee,33:33:00:00:00:01,Ethernet,86,0,0,0,0,1,1,0.10856122600908463
172,1499428834.91858,b8:ac:6f:36:07:ee,33:33:00:00:00:01,Ethernet,86,0,0,0,0,1,1,0.10856122600908463
173,1499428834.918582,b8:ac:6f:36:07:ee,33:33:00:00:00:01,Ethernet,86,0,0,0,0,1,1,0.10856122600908463
174,1499428834.918584,b8:ac:6f:36:07:ee,33:33:00:00:00:01,Ethernet,86,0,0,0,0,1,1,0.10856122600908463
175,1499428834.918587,b8:ac:6f:36:07:ee,33:33:00:00:00:01,Ethernet,86,0,0,0,0,1,1,0.10856122600908463
176,1499428834.918589,b8:ac:6f:36:07:ee,33:33:00:00:00:01,Ethernet,86,0,0,0,0,1,1,0.10856122600908463
177,1499428834.918591,b8:ac:6f:36:07:ee,33:33:00:00:00:01,Ethernet,86,0,0,0,0,1,1,0.10856122600908463
178,1499428834.918593,b8:ac:6f:36:07:ee,33:33:00:00:00:01,Ethernet,86,0,0,0,0,1,1,0.10856122600908463
179,1499428834.918595,b8:ac:6f:36:07:ee,33:33:00:00:00:01,Ethernet,86,0,0,0,0,1,1,0.10856122600908463
180,1499428834.918597,b8:ac:6f:36:07:ee,33:33:00:00:00:01,Ethernet,86,0,0,0,0,1,1,0.10856122600908463
181,1499428834.945448,b8:ac:6f:1d:1f:6c,01:00:5e:00:00:fc,Ethernet,70,63210,5355,0,17,1,-1,-0.016371699777600224
182,1499428834.945495,b8:ac:6f:1d:1f:6c,01:00:5e:00:00:fc,Ethernet,70,63210,5355,0,17,1,-1,-0.016371699777600224
183,1499428834.945496,b8:ac:6f:1d:1f:6c,01:00:5e:00:00:fc,Ethernet,70,63210,5355,0,17,1,-1,-0.016371699777600224
184,1499428834.945497,b8:ac:6f:1d:1f:6c,01:00:5e:00:00:fc,Ethernet,70,63210,5355,0,17,1,-1,-0.016371699777600224
185,1499428834.945499,b8:ac:6f:1d:1f:6c,01:00:5e:00:00:fc,Ethernet,70,63210,5355,0,17,1,-1,-0.016371699777600224
186,1499428834.9455,b8:ac:6f:1d:1f:6c,01:00:5e:00:00:fc,Ethernet,70,63210,5355,0,17,1,-1,-0.016371699777600224
187,1499428834.945501,b8:ac:6f:1d:1f:6c,01:00:5e:00:00:fc,Ethernet,70,63210,5355,0,17,1,-1,-0.016371699777600224
188,1499428834.945502,b8:ac:6f:1d:1f:6c,01:00:5e:00:00:fc,Ethernet,70,63210,5355,0,17,1,-1,-0.016371699777600224
189,1499428834.945504,b8:ac:6f:1d:1f:6c,01:00:5e:00:00:fc,Ethernet,70,63210,5355,0,17,1,-1,-0.016371699777600224
190,1499428834.945505,b8:ac:6f:1d:1f:6c,01:00:5e:00:00:fc,Ethernet,70,63210,5355,0,17,1,-1,-0.016371699777600224
191,1499428834.945506,b8:ac:6f:1d:1f:6c,01:00:5e:00:00:fc,Ethernet,70,63210,5355,0,17,1,-1,-0.016371699777600224
192,1499428835.164915,b8:ac:6f:1d:1f:6c,ff:ff:ff:ff:ff:ff,Ethernet,60,0,0,0,0,1,1,0.1395627416546582
193,1499428835.164922,b8:ac:6f:1d:1f:6c,ff:ff:ff:ff:ff:ff,Ethernet,60,0,0,0,0,1,1,0.1395627416546582
194,1499428835.164923,b8:ac:6f:1d:1f:6c,ff:ff:ff:ff:ff:ff,Ethernet,60,0,0,0,0,1,1,0.1395627416546582
195,1499428835.164924,b8:ac:6f:1d:1f:6c,ff:ff:ff:ff:ff:ff,Ethernet,60,0,0,0,0,1,1,0.1395627416546582
